,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
76,18.83868536949158,0.17899671205765114,0.7396398544311523,0.014149706864013078,True,60,auto,6,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7691620069230475,0.7886853817185895,0.7485450188291681,0.7788165275327207,0.8162076674277017,0.7802833204862454,0.02233521087940426,51
23,10.642494392395019,0.11633212392434775,0.43056788444519045,0.014913516057819102,True,120,sqrt,8,2,500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 500)])",0.769050268173,0.7875632393776865,0.750737000266271,0.7796640196503257,0.8143526445966515,0.780273434412787,0.021039323240410374,52
28,12.804026794433593,0.21622018805820414,0.49930548667907715,0.011686652955476391,True,60,auto,6,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7680945452470616,0.7889706721442428,0.751100745558979,0.7770688742958514,0.8160673515981735,0.7802604377688616,0.021755394406368127,53
44,16.07236204147339,0.1961769084266429,0.6254397392272949,0.007536324721988406,True,60,sqrt,6,3,1250,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 1250)])",0.7672600707520255,0.7896434820647419,0.7476106926851535,0.7775644417205527,0.8192161339421613,0.780258964232927,0.023865756074528247,54
12,12.66154956817627,0.2141566608954135,0.49269733428955076,0.006773596761451702,True,100,auto,6,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7707929171896992,0.7887139107611547,0.7506775647609266,0.7757856658917939,0.8152278348554034,0.7802395786917955,0.02134938778422514,55
25,12.59237232208252,3.1735128532221912,0.4872289180755615,0.14451310762091035,True,20,auto,6,6,750,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 6), ('n_estimators', 750)])",0.7692666134124538,0.7865932519304651,0.7492368481113775,0.7782802613340101,0.8176203386605785,0.780199462689777,0.0224637331179464,56
16,15.25650396347046,1.6704606297026303,0.591214942932129,0.13251552303728814,True,20,auto,8,6,1000,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1000)])",0.7699346684925253,0.7860654646430066,0.7499857354787175,0.7775045905823037,0.8171494482496194,0.7801279814892345,0.022023548812803037,57
10,9.303365230560303,0.07004511520012144,0.3605553150177002,0.001776686687315747,True,100,sqrt,8,6,750,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 750)])",0.769169139183689,0.7866717067975199,0.7505254098672448,0.774756226313912,0.8189164764079148,0.7800077917140561,0.022682855534667316,58
17,13.868031930923461,2.158157022103922,0.5718949794769287,0.10827485084540789,True,120,sqrt,6,2,750,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 750)])",0.7675192095553273,0.792784054167142,0.7509295713035871,0.774535974125156,0.8142313546423137,0.7800000327587052,0.02175285367517988,59
89,12.393544578552246,0.22087731332013355,0.4990993499755859,0.024828940370826735,True,40,auto,8,3,1000,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 1000)])",0.7689599262048765,0.786871410095477,0.7481218380311156,0.7789529881279283,0.8170186453576865,0.7799849615634168,0.02261323472580591,60
75,19.042502212524415,0.3977120861495541,0.7379558086395264,0.006685986601482781,True,60,auto,6,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7667513028262771,0.7874443683669976,0.7513123359580053,0.7756515993421164,0.8186620053272451,0.7799643223641283,0.022660898239513044,61
29,12.322939348220824,0.11043049713540475,0.4798534870147705,0.005304326351396704,True,120,auto,8,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7693094069763018,0.7869783940050974,0.7475203507170299,0.7771766063446994,0.8186738964992389,0.7799317309084735,0.023330378901577277,62
86,9.312510108947754,0.14386347392224172,0.36775546073913573,0.009032334737472723,True,60,auto,8,4,750,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 750)])",0.7682253033588193,0.788851801133554,0.7489515576857241,0.7751320914621155,0.8184099124809741,0.7799141332242374,0.02315160762995147,63
4,16.007287883758544,0.2210172933267378,0.6187539577484131,0.005079795490625279,True,80,sqrt,6,6,1250,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 6), ('n_estimators', 1250)])",0.76731950625737,0.7870568488721519,0.7488897447601659,0.7767791947867265,0.8188142123287669,0.7797719014010361,0.023216797964917997,64
42,6.281247472763061,0.07407088087784898,0.24945511817932128,0.004609729950126136,True,120,sqrt,8,6,500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 500)])",0.7670151964700065,0.7854045418235764,0.7517117425539199,0.779079872541016,0.8155964611872145,0.7797615629151466,0.021287132858830486,65
53,15.900903511047364,0.19804464671346486,0.6153110980987548,0.01036700064976585,True,40,auto,6,6,1250,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 6), ('n_estimators', 1250)])",0.7682300581992467,0.7887305527026514,0.749881128989311,0.774418665894188,0.8168569254185692,0.7796234662407933,0.022408818910406577,66
49,6.296958541870117,0.06586176770114147,0.24664573669433593,0.0039987980148767435,True,20,sqrt,6,2,500,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 2), ('n_estimators', 500)])",0.769725455513713,0.7870925101753584,0.7466407052379322,0.7754313471533602,0.8190853310502283,0.7795950698261185,0.023733640099745452,67
13,19.461601495742798,0.7627653920640308,0.7348608493804931,0.009387465838229235,True,,auto,6,3,1500,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 1500)])",0.7676047966830233,0.7884928106812734,0.7490823157974819,0.7761064679928084,0.8166381278538813,0.7795849038016937,0.02253141173936033,68
98,6.255155086517334,0.06335794312151595,0.24646143913269042,0.002377369346118651,True,80,auto,6,4,500,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'auto'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 500)])",0.7657028605120013,0.7909914793259538,0.7471399634828254,0.7790511439946565,0.8148282914764079,0.779542747758369,0.02288172909569698,69
3,6.335942792892456,0.052385900194456776,0.25000925064086915,0.00227235378362916,True,40,sqrt,6,4,500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 4), ('n_estimators', 500)])",0.7664184639963482,0.7872280231275437,0.7511150100802617,0.776472756958892,0.8160459474885846,0.779456040330326,0.02182346166135824,70
95,9.34869318008423,0.08603317520008176,0.3634542942047119,0.006265658837629089,True,80,auto,8,4,750,"OrderedDict([('bootstrap', True), ('max_depth', 80), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 750)])",0.7703935105937845,0.7833171668758796,0.7473325345201416,0.7770401457494918,0.8178962138508371,0.7791959143180269,0.02285651998080532,71
97,12.922037410736085,0.13932897389708104,0.5008645534515381,0.009182531094550889,True,120,sqrt,4,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 4), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7654294571874168,0.7878318878618433,0.7490728061166267,0.7754265590623003,0.8181768455098934,0.7791875111476162,0.023260342694183277,72
