,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_dropout,param_learning_rate,param_n_hidden,param_n_neurons,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
16,7.724302959442139,0.8633809239219473,0.3099200248718262,0.008652549045348557,relu,0.2,0.03,3,50,"OrderedDict([('activation', 'relu'), ('dropout', 0.2), ('learning_rate', 0.03), ('n_hidden', 3), ('n_neurons', 50)])",0.7426027704705833,0.7595727556057609,0.740824182271622,0.751889858436008,0.7458329247237055,0.748144498301536,0.006845055647463462,29
42,21.42832179069519,1.318504277625851,0.37116432189941406,0.11735551734048365,relu,0.6,0.003,3,25,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 0.003), ('n_hidden', 3), ('n_neurons', 25)])",0.7395898576140966,0.7510739551361576,0.7382470808942467,0.7577776766516116,0.7526674779425093,0.7478712096477244,0.0076498954566285495,30
7,7.925525808334351,0.443895801419091,0.31469926834106443,0.008970681057600976,relu,0.4,0.0003,3,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.4), ('learning_rate', 0.0003), ('n_hidden', 3), ('n_neurons', 1000)])",0.7399688251224328,0.7554537391097212,0.731157452724672,0.7575273893900955,0.7546648360955344,0.747754448488491,0.010379008684824696,31
0,15.336374044418335,6.67444616844013,0.2952151298522949,0.014123970709541982,relu,0.8,0.0003,2,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.8), ('learning_rate', 0.0003), ('n_hidden', 2), ('n_neurons', 500)])",0.730036446496424,0.7512300457397253,0.742422430733902,0.7568573021308548,0.7574894430130726,0.7476071336227957,0.010314662754143607,32
32,11.366037082672118,1.241626010029093,0.31185283660888674,0.010430652482680323,relu,0.4,3e-05,3,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.4), ('learning_rate', 3e-05), ('n_hidden', 3), ('n_neurons', 1000)])",0.7329048931360093,0.75461040599092,0.7384223534951289,0.7569987523559236,0.7512096702297426,0.7468292150415448,0.009462736084500874,33
39,17.58813920021057,3.113491838811323,0.28955469131469724,0.0031961847965333782,relu,0.6,3e-05,2,500,"OrderedDict([('activation', 'relu'), ('dropout', 0.6), ('learning_rate', 3e-05), ('n_hidden', 2), ('n_neurons', 500)])",0.7377477735425875,0.7503308602959506,0.7365173779813051,0.75789637348927,0.7498514146808241,0.7464687599979875,0.00814903835207817,34
6,6.311312437057495,0.20360606423255664,0.2812105655670166,0.007925668466925617,relu,0.8,0.0003,2,1000,"OrderedDict([('activation', 'relu'), ('dropout', 0.8), ('learning_rate', 0.0003), ('n_hidden', 2), ('n_neurons', 1000)])",0.7320869347363147,0.755823622056564,0.7348957350828906,0.7499391346886768,0.7554538241403596,0.7456398501409611,0.010174720321057236,35
8,20.71977138519287,0.12310840853647166,0.2818463325500488,0.01411680023715091,elu,0.4,3e-05,2,200,"OrderedDict([('activation', 'elu'), ('dropout', 0.4), ('learning_rate', 3e-05), ('n_hidden', 2), ('n_neurons', 200)])",0.7330241942699665,0.7525936192232605,0.7348047567201446,0.752409773338339,0.7531455512069586,0.7451955789517339,0.009231353650313167,36
44,10.243731498718262,2.143827304049378,0.276520299911499,0.007343368044375213,elu,0.6,0.03,2,1500,"OrderedDict([('activation', 'elu'), ('dropout', 0.6), ('learning_rate', 0.03), ('n_hidden', 2), ('n_neurons', 1500)])",0.730935678793627,0.7553392603376736,0.7443014124297981,0.743947978171917,0.7508707099703721,0.7450790079406776,0.008255110346070538,37
23,16.677398109436034,3.836211767428402,1.5835664749145508,2.603811458186922,relu,0.8,0.003,2,25,"OrderedDict([('activation', 'relu'), ('dropout', 0.8), ('learning_rate', 0.003), ('n_hidden', 2), ('n_neurons', 25)])",0.7336613368885072,0.7504771490014269,0.7375627008022436,0.7483668756186077,0.7533526419955603,0.7446841408612691,0.007674392568226889,38
