,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_bootstrap,param_max_depth,param_max_features,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
58,29.02669858932495,0.2119230852911659,1.4970397472381591,0.05056107898017293,True,120,sqrt,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7544152128654502,0.772513442780327,0.7663068115801244,0.7681239927010969,0.7707872896597975,0.7664293499173592,0.00637548654887699,15
18,10.099365711212158,0.06389011001960238,0.5264335632324219,0.011996683272527935,True,40,sqrt,8,2,500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 500)])",0.7543444989838153,0.771086069984362,0.7665760957556432,0.7688150864331866,0.7712555061882697,0.7664154514690554,0.006272682925978839,16
16,30.58415780067444,0.1969085079996811,1.6124057292938232,0.020872630050400805,True,60,sqrt,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7541959284042187,0.7722008255190922,0.7664618106944152,0.7683796973819702,0.770838017086331,0.7664152558172055,0.006421943544797085,17
38,19.274503803253175,0.13077929432991015,1.0047332286834716,0.00365417336019299,True,40,sqrt,8,2,1000,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1000)])",0.7541604524164623,0.77244487174359,0.7667499042862612,0.7680169923267147,0.7706522546793073,0.7664048950904672,0.0064368571009223285,18
42,28.33003134727478,0.8092977525144807,1.508317756652832,0.03372970880322835,True,120,auto,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7536878360695081,0.7718234467231615,0.7663744302413509,0.7689945324953463,0.7710761740184124,0.7663912839095558,0.006627388059197215,19
95,28.08963828086853,0.7843462262985422,1.430576705932617,0.10600551356827244,True,100,sqrt,8,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7540028342695185,0.7725562996782875,0.7659615754576641,0.7682943830522846,0.7711057054779905,0.766384159587149,0.006595650939190255,20
31,29.867992162704468,0.8244643418394745,1.5751991748809815,0.0969119700026194,True,120,sqrt,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7543773559389185,0.7721924922333777,0.7657203863596971,0.7689199420339176,0.770680357197293,0.7663781067526407,0.006375389873766269,21
35,14.50517749786377,0.12230020157703557,0.7465927124023437,0.016054048138185072,True,40,sqrt,8,3,750,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 750)])",0.7532316482001055,0.7724208242619567,0.7663313352495128,0.7691086821152329,0.7707806212656992,0.7663746222185014,0.006872904918344517,22
43,28.938751411437988,0.14220744945482616,1.4624695301055908,0.03430876101171197,True,40,auto,8,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7536554553021602,0.7719315413435732,0.7666149050576855,0.768781484979316,0.7708373026155346,0.766364137859654,0.006609421277505366,23
61,24.064213895797728,0.2688205348489237,1.2288490295410157,0.05396306658988825,True,60,sqrt,8,2,1250,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1250)])",0.7536173602817506,0.7719989219109225,0.7666849046576877,0.7683210735688343,0.7711902511888794,0.7663625023216148,0.0066551480092505635,24
64,28.482201862335206,0.259142814592095,1.4492690563201904,0.0307580510765574,True,20,auto,8,3,1500,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 3), ('n_estimators', 1500)])",0.7539828343838035,0.7723734435803224,0.7661637171597115,0.7687929237721229,0.7704048096268749,0.7663435457045671,0.0065064968856873885,25
1,10.211092090606689,0.03540197288986558,0.5333953857421875,0.010393825878453012,True,120,auto,8,6,500,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 500)])",0.753699264575631,0.7721755875680709,0.7666837141883,0.7682810377940098,0.7708530209730522,0.7663385250198127,0.006604474073231136,26
13,30.512023782730104,0.1721226196700609,1.5995337963104248,0.05608291285083781,True,100,sqrt,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7539387870164551,0.7719729696782685,0.7663515732291054,0.7684113923703728,0.7710068703511768,0.7663363185290757,0.006505241613649051,27
56,28.948407936096192,0.16332666439752308,1.4797948360443116,0.02817700054927827,True,100,auto,8,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7539480726776798,0.7720489216252098,0.7664508583760474,0.7687726675765273,0.7703357441165712,0.766311252874407,0.006450482913097972,28
41,28.97390208244324,0.40151876460856434,1.4513186454772948,0.11933614756935801,True,40,auto,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7535087894735839,0.7721546353068458,0.7669437127025941,0.7681435339721422,0.7707961014662846,0.7663093545842902,0.0066621212194176915,29
46,29.043803262710572,0.11170115108491548,1.5062150955200195,0.01668680236443368,True,,sqrt,8,4,1500,"OrderedDict([('bootstrap', True), ('max_depth', None), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 1500)])",0.7540190246531925,0.7720548739721487,0.7662284786944076,0.7680753778316671,0.7711502408242896,0.7663055991951412,0.006490341916189185,30
50,25.089352226257326,0.2795848658242179,1.2973895072937012,0.03965735356865831,True,20,sqrt,6,3,1250,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 6), ('min_samples_split', 3), ('n_estimators', 1250)])",0.7540818814368679,0.7722739203395028,0.7661534791229765,0.7684457087487939,0.7704950711041336,0.7662900121504549,0.006437294503602836,31
70,28.35942316055298,0.21208546558237215,1.4994792938232422,0.040672786432559824,True,20,auto,8,2,1500,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 2), ('n_estimators', 1500)])",0.7539806915389055,0.7722743965272578,0.7662101454658354,0.768158309079518,0.7707025057919765,0.7662652096806987,0.0064853090398783045,32
73,28.645869064331055,0.31581172221540205,1.475203037261963,0.028936110412717413,True,100,auto,8,4,1500,"OrderedDict([('bootstrap', True), ('max_depth', 100), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 1500)])",0.7538983110572701,0.7720001123803102,0.7666806189678916,0.7679238138269745,0.7708018172326545,0.7662609346930201,0.0064704488225928265,33
44,19.042047119140626,0.10853108743056282,0.9740818500518799,0.024800177889789703,True,20,sqrt,8,6,1000,"OrderedDict([('bootstrap', True), ('max_depth', 20), ('max_features', 'sqrt'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1000)])",0.7540164056205392,0.7730072494823839,0.7651734847229444,0.7684225928549964,0.7706358218509937,0.7662511109063714,0.00663981511793448,34
86,28.369508504867554,0.21049821276741093,1.4715548515319825,0.017414748229776164,True,40,auto,8,4,1500,"OrderedDict([('bootstrap', True), ('max_depth', 40), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 1500)])",0.7536873598817531,0.7721003499027624,0.7663549065433911,0.7685851190361291,0.7705234117790514,0.7662502294286174,0.006569206268511081,35
85,28.610333061218263,0.203630338077512,1.4617918491363526,0.03262201939683626,True,60,auto,8,6,1500,"OrderedDict([('bootstrap', True), ('max_depth', 60), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 6), ('n_estimators', 1500)])",0.7541823570531977,0.7716541619762172,0.7662172882821623,0.7685667693060014,0.7705862852091209,0.76624137236534,0.006308794817789756,36
6,20.20068416595459,0.18211238460634535,1.0572121143341064,0.029941929073926746,True,120,auto,8,4,1000,"OrderedDict([('bootstrap', True), ('max_depth', 120), ('max_features', 'auto'), ('min_samples_leaf', 8), ('min_samples_split', 4), ('n_estimators', 1000)])",0.7532492671470449,0.7723320152456271,0.7660432416576667,0.7687845829857014,0.770791814641507,0.7662401843355096,0.00682794877817547,37
