,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_min_child_weight,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
63,3.2603177070617675,1.3265822641592482,0.052324771881103516,0.037727188712897826,0.6,0.03,6,4,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 4), ('n_estimators', 200), ('subsample', 0.4)])",0.7652466256450973,0.7956106296230281,0.773378699435312,0.7858041638648313,0.7838766392983261,0.7807833515733189,0.010496131527693757,1
94,3.2253058910369874,1.2459140192945954,0.03708505630493164,0.01996527886686558,0.6,0.03,6,4,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 4), ('n_estimators', 200), ('subsample', 0.4)])",0.7652466256450973,0.7956106296230281,0.773378699435312,0.7858041638648313,0.7838766392983261,0.7807833515733189,0.010496131527693757,1
78,3.2639824390411376,1.175303003464428,0.04511408805847168,0.028109313219830914,0.6,0.03,6,4,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 4), ('n_estimators', 200), ('subsample', 0.4)])",0.7652466256450973,0.7956106296230281,0.773378699435312,0.7858041638648313,0.7838766392983261,0.7807833515733189,0.010496131527693757,1
76,3.042569065093994,1.2813516784554402,0.0339566707611084,0.015610668005498637,0.6,0.03,6,6,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 6), ('n_estimators', 200), ('subsample', 0.4)])",0.7648893916439145,0.7955264479749821,0.7729941222221323,0.7842691463246672,0.7844709651938567,0.7804300146719105,0.010542997411220906,4
80,3.246596336364746,1.3626357825850441,0.047844457626342776,0.02131613692892069,0.6,0.03,6,6,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 6), ('n_estimators', 200), ('subsample', 0.4)])",0.7648893916439145,0.7955264479749821,0.7729941222221323,0.7842691463246672,0.7844709651938567,0.7804300146719105,0.010542997411220906,4
33,1.9181204319000245,0.7699019781398739,0.055733442306518555,0.031105326080061415,0.6,0.05,6,2,100,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.05), ('max_depth', 6), ('min_child_weight', 2), ('n_estimators', 100), ('subsample', 0.4)])",0.764227078286654,0.7934055767999935,0.7754129837723099,0.7841073656536851,0.7845703990282303,0.7803446807081746,0.009866106045713656,6
82,3.426381778717041,1.4618352762884987,0.04979419708251953,0.021899330847268198,0.8,0.03,6,4,200,0.4,"OrderedDict([('colsample_bytree', 0.8), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 4), ('n_estimators', 200), ('subsample', 0.4)])",0.7628264982054752,0.7948588178820557,0.7732718583662126,0.7848856344840437,0.7856517736035808,0.7802989165082737,0.011102672978757553,7
69,3.3620451927185058,1.4164211910153282,0.044278430938720706,0.021782139938630946,0.6,0.03,6,6,200,0.6,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 6), ('n_estimators', 200), ('subsample', 0.6)])",0.7636976833210458,0.7941980235921284,0.7726796752841669,0.7862353258095616,0.7840891696313383,0.7801799755276482,0.010736621416826273,8
72,3.5783537864685058,1.4931927802537632,0.05234174728393555,0.022635976181185555,0.6,0.03,6,2,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.03), ('max_depth', 6), ('min_child_weight', 2), ('n_estimators', 200), ('subsample', 0.4)])",0.7643483504954185,0.7936757176074083,0.7727951244014876,0.7857811246769449,0.7842562842562841,0.7801713202875087,0.010346982378239535,9
52,3.5625586032867433,1.5027811977958287,0.05019679069519043,0.023247112095759744,0.6,0.05,6,2,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.05), ('max_depth', 6), ('min_child_weight', 2), ('n_estimators', 200), ('subsample', 0.4)])",0.765720827830934,0.7939111730440489,0.773021971789907,0.7840025500076966,0.7833814942248679,0.7800076033794908,0.009732039783068967,10
61,1.8077475547790527,0.7467387756822079,0.043236064910888675,0.019975131869639944,0.6,0.075,6,6,100,1.0,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.075), ('max_depth', 6), ('min_child_weight', 6), ('n_estimators', 100), ('subsample', 1.0)])",0.763123729046998,0.793599511062861,0.7729142445981965,0.785546175596082,0.7840819587807539,0.7798531238169784,0.010651551438235273,11
40,3.119329309463501,1.2559677975899715,0.06124234199523926,0.035873069878735564,0.6,0.05,6,4,200,0.4,"OrderedDict([('colsample_bytree', 0.6), ('learning_rate', 0.05), ('max_depth', 6), ('min_child_weight', 4), ('n_estimators', 200), ('subsample', 0.4)])",0.7653506817574189,0.793158981536243,0.771929002843694,0.7858930293038214,0.7820751917137461,0.7796813774309846,0.009913918785805841,12
87,1.6987606525421142,0.6902305517642294,0.03949551582336426,0.017512688305749997,0.8,0.075,6,6,100,1.0,"OrderedDict([('colsample_bytree', 0.8), ('learning_rate', 0.075), ('max_depth', 6), ('min_child_weight', 6), ('n_estimators', 100), ('subsample', 1.0)])",0.7631900616538795,0.7908548095697191,0.7731536242921146,0.7861722845152352,0.7839983382152057,0.7794738236492307,0.009999732748312869,13
